year,month,day,hour,season,is_weekend,station_type,temperature_C,humidity_pct,wind_speed_kmh,rainfall_mm,traffic_density,vehicles_per_km2,industrial_proximity,population_density,green_cover_pct,PM2_5,PM10,NO2,SO2,CO,O3,Benzene,Toluene,dew_point_C,atm_pressure_hpa,visibility_km,wind_direction_deg,solar_radiation_wm2,cloud_cover_pct,road_dust_index,construction_activity_index,uv_index,pollen_count,mixing_layer_height_m,boundary_layer_temp_C,soil_moisture_index,aerosol_optical_depth,black_carbon_ugm3,organic_carbon_ugm3,secondary_organic_aerosol,nitrate_ugm3,sulfate_ugm3,ammonium_ugm3,methane_ppm,formaldehyde_ugm3,xylene_ugm3,heavy_metal_index,lead_ngm3,arsenic_ngm3,noise_level_db,light_pollution_index,waste_burning_index,crop_burning_index,diesel_generator_index,two_wheeler_density,power_plant_proximity,AQI
2021,11,18,12,Autumn,0,Industrial,11.4,69.2,1.6,0.3,35.0,425.0,1.1,74.0,9.4,71.9,104.4,37.9,17.4,1.07,81.7,3.03,6.28,7.8,1009.5,12.1,1.9637,0.0016,1.3201,1.2438,-0.1526,0.839,-0.0115,0.9259,0.3012,-0.9482,0.3147,0.9904,-1.4354,-0.6846,0.6259,-0.7764,0.637,-0.5114,-0.0513,0.7358,1.1005,-0.6,-0.5538,1.5348,-0.0528,-0.0234,-1.043,-1.1861,0.7889,1.9985,122.4
2021,11,16,21,Autumn,0,Industrial,25.0,18.0,27.9,0.27,112.5,1358.0,8.4,88.0,12.5,246.6,370.2,145.1,69.2,4.73,48.1,11.25,23.54,17.7,1004.4,7.9,0.4254,-0.3623,0.6748,-0.7016,1.668,-2.6861,1.7815,1.0442,0.6291,0.1758,0.8835,-2.0951,1.9958,-1.1024,-1.1437,0.7654,0.38,1.8936,-0.0363,1.0572,-0.3193,-0.7225,1.2109,0.8072,0.7541,0.9022,-0.2009,-0.3198,0.1734,-0.7268,205.1
2020,11,28,1,Autumn,0,Residential,27.2,49.0,11.9,0.39,64.7,767.0,5.5,67.0,21.0,148.4,222.7,92.8,39.2,2.86,71.3,6.56,13.72,16.4,1004.2,10.2,-0.2823,-0.1468,0.7923,1.2403,-1.2536,-1.358,0.3846,-1.0677,-0.9059,0.7644,-0.2985,-1.2907,0.6387,-0.4462,0.1126,-0.6086,-0.0078,-0.9174,-0.0992,-1.8919,0.0331,0.084,0.994,1.2794,-1.7751,1.583,-0.1108,0.0366,-0.4629,1.97,190.5
2020,7,17,15,Monsoon,1,Industrial,23.2,65.6,22.4,6.45,51.5,614.0,8.7,90.0,6.5,157.9,244.2,95.9,42.9,3.26,62.0,7.24,15.37,13.8,1005.6,10.9,0.0441,-1.6292,-0.1813,0.7809,-0.9388,2.7082,0.0889,-0.48,0.4456,-0.0164,1.3718,-1.6237,0.9884,0.6353,1.1716,-0.5523,1.4924,0.1204,-0.1504,-1.2199,0.7385,-0.8753,-0.4153,-1.1543,1.5171,-1.0797,1.598,0.6339,0.4193,0.5084,289.8
2020,4,22,12,Spring,0,Traffic,24.4,47.8,18.0,2.36,99.1,1179.0,2.8,109.0,10.1,182.2,271.7,112.0,53.3,3.58,65.6,8.19,17.59,14.6,1005.0,,-1.2822,0.2944,0.8183,0.5271,0.3448,-0.4095,0.1332,0.3708,2.4975,1.3724,1.2087,1.4365,0.1662,-0.2263,-1.0957,0.9076,0.2071,2.0118,1.3559,-0.2287,-2.867,0.6856,-0.4754,0.1734,-1.255,-0.7268,1.0821,-0.9599,-0.4536,-1.7556,162.7
2023,2,28,15,Winter,1,Residential,11.7,43.3,7.3,3.23,96.1,1176.0,1.4,69.0,7.3,162.6,239.3,99.4,46.2,3.38,58.5,7.29,,7.0,1008.7,10.9,0.9427,0.1527,-0.993,1.3437,-0.024,-0.7891,-0.6777,-0.4622,-0.1348,-0.6179,0.3491,-0.2544,-1.2807,-0.3745,1.0187,0.3707,-0.6875,0.3105,-0.755,0.1096,-0.6146,-0.36,-0.8138,0.9416,-1.066,-0.095,-1.1741,-0.0407,0.1982,0.8408,142.5
2023,4,1,23,Spring,0,Traffic,29.2,40.9,20.4,1.01,88.0,1056.0,10.0,102.0,30.6,234.0,356.9,147.9,62.3,4.77,41.3,10.23,21.13,19.5,1005.0,7.9,0.9795,-1.6668,0.0459,0.9168,1.0267,0.2949,0.0056,0.2533,-0.3033,-0.8208,-0.0227,0.3519,-0.523,-0.12,-0.7274,-1.0212,-0.1664,-0.1284,1.2981,-0.1715,2.0598,-1.3192,-0.0976,-1.7769,0.4557,-0.3078,-1.5706,1.77,0.2481,1.2054,285.6
2019,6,4,7,Monsoon,0,Residential,31.8,91.8,0.7,0.82,50.8,603.0,5.5,89.0,8.8,,246.6,102.6,46.7,3.04,62.1,7.35,15.47,20.3,1004.1,10.7,1.514,1.0612,0.3895,-1.413,-0.3405,0.4143,0.0632,-0.9839,-1.3937,1.4363,-1.592,-0.7453,-0.4248,-2.0035,0.7515,-0.0385,0.1122,0.1438,-0.7284,-0.3224,-0.7965,-0.489,0.3954,-0.2806,-0.7366,-1.43,-1.172,0.8351,-0.604,0.1921,327.8
2023,10,18,2,Autumn,0,Residential,30.4,36.6,1.7,0.53,57.8,696.0,2.6,89.0,10.2,132.7,200.8,79.5,38.0,2.76,80.7,5.53,11.81,20.3,1004.6,11.6,-0.7831,0.4136,-0.1157,-0.9916,-0.8994,2.3307,0.9734,-0.3742,-1.8691,0.7027,-1.4327,1.2203,-0.1477,-0.7362,-1.3028,0.4334,-0.0441,0.626,-0.2243,-1.3686,-0.3677,-1.5044,2.1083,0.1109,-0.3185,-1.9279,1.2534,-0.3803,-1.5067,0.4084,216.0
2019,3,5,0,Spring,1,Residential,35.3,56.2,,1.31,72.8,862.0,3.1,80.0,4.6,165.0,,98.3,48.0,3.18,62.6,7.87,16.82,21.5,1001.4,,1.3044,0.1273,-0.0457,-2.3229,0.8268,-1.4937,1.6725,1.6823,0.5811,0.9943,-0.605,0.8209,-0.2626,-0.9099,1.7581,1.2244,0.5411,-0.3009,-0.1604,-0.4894,0.1165,0.5048,-0.103,-1.5527,1.0447,1.3565,-0.5177,0.3946,0.4993,1.0095,266.0
2021,11,16,13,Autumn,0,Industrial,27.8,46.9,3.1,1.61,82.4,991.0,2.2,105.0,15.2,159.7,246.3,97.3,45.9,3.27,,7.03,14.89,17.0,1004.9,9.9,-0.8479,0.1387,0.8904,-1.7654,-0.538,0.4002,1.2633,0.5165,-0.4131,0.6544,-0.4546,0.1071,1.1428,0.1981,2.4192,0.2061,-1.1825,0.8727,-0.2136,-0.5265,-0.6013,-0.7191,0.5234,1.7758,-0.6247,-1.4601,0.6011,-0.243,-0.5651,0.9697,207.1
2021,8,26,15,Monsoon,0,Residential,30.3,44.5,3.9,2.0,52.3,628.0,6.5,103.0,12.5,174.1,261.7,108.1,49.7,3.25,71.8,7.48,15.4,18.9,1004.2,11.7,-1.6319,1.7246,-0.5704,0.3492,0.1119,1.659,0.5628,-0.7874,0.2694,-2.4483,1.6981,0.3337,-0.8723,-0.0973,1.1145,1.3769,-0.5337,0.7115,-0.9282,0.0232,-1.0099,-0.8914,0.8987,2.5228,1.1685,1.1195,-0.6163,-0.0354,-1.0499,1.3476,256.9
2023,2,19,21,Winter,0,Traffic,27.4,67.4,2.5,0.59,69.3,841.0,4.3,85.0,7.9,166.0,244.3,97.1,46.6,3.21,,,15.88,17.5,1004.1,10.9,0.4686,1.3379,0.317,-0.0207,-1.7994,-0.5517,0.0248,-0.5018,-0.6142,-0.5232,1.1924,0.3057,0.5693,-0.1943,0.4086,0.1011,0.4514,-0.6293,-0.287,0.319,1.2104,-0.2166,-0.611,-0.4899,-0.2834,-1.1269,-0.8917,-0.5943,-0.3991,0.0623,243.4
2020,3,20,22,Spring,0,Background,32.2,74.8,14.1,5.94,71.7,845.0,4.8,92.0,13.1,163.3,246.6,99.3,,3.08,64.0,7.37,15.34,20.6,1003.0,11.3,1.3948,1.2736,-1.7801,-0.1409,0.227,1.35,1.0969,-1.2941,0.2914,1.2776,1.4387,-1.3336,-0.6989,-3.9717,-1.6512,-0.7192,1.2243,1.996,0.6858,-0.4638,-0.4693,-0.4659,-0.433,0.2014,0.5877,1.223,0.0574,-0.8096,1.0801,-1.3864,260.7
2021,6,13,0,Monsoon,0,Traffic,11.8,38.8,3.5,0.37,97.2,1167.0,1.3,104.0,13.5,198.9,297.9,119.9,57.5,3.97,47.4,,18.87,8.0,1008.8,10.2,-1.4491,-0.3206,1.8804,-1.4546,1.0948,0.4436,0.7121,0.0723,1.5463,-1.7087,0.6655,-0.4338,-0.5548,1.3295,-0.6254,-0.4328,0.8905,-0.1066,-0.3032,-0.1876,0.2757,0.5452,-0.4939,1.2398,0.7004,1.6314,1.1673,1.1343,-0.7968,0.843,155.1
2023,2,14,20,Winter,1,Traffic,18.0,60.9,2.6,6.74,83.9,1009.0,2.9,100.0,13.8,181.6,268.2,109.9,50.6,3.74,48.1,8.37,17.58,11.5,1007.0,9.7,0.4105,0.4074,0.6615,-0.2395,-0.5049,-0.8989,0.8588,-0.2214,1.3877,0.3951,-0.0201,0.0648,1.4198,0.4329,1.534,-0.6016,-0.1607,0.1327,-0.1702,1.3249,-1.0019,0.5131,0.8421,-0.1695,-0.0547,-1.7829,0.3752,0.2929,-0.0662,-1.5841,220.7
2020,7,27,22,Monsoon,1,Industrial,40.3,58.0,6.3,0.03,27.3,324.0,3.7,81.0,16.0,92.9,143.2,54.8,24.5,1.7,88.6,4.23,9.04,26.8,999.4,12.8,0.5343,-1.5797,-0.5499,1.1186,-0.9992,0.3747,0.908,0.8471,-0.7915,-0.4246,-0.0096,-0.9837,0.5496,-0.1384,-1.7153,0.6282,-1.8546,-0.7282,0.3432,-0.753,1.257,-1.6755,-0.2447,1.3981,1.1233,-1.6296,0.3077,2.3256,0.3054,0.7524,254.3
2023,4,17,0,Spring,1,Background,5.0,51.9,1.2,1.31,59.7,732.0,1.0,114.0,6.4,120.7,184.5,74.1,33.5,2.52,58.8,5.47,11.28,3.9,1010.3,11.9,-0.0662,1.0407,-0.3255,-0.2093,0.9282,0.1806,0.812,2.6765,0.7336,0.9777,-1.3162,0.0706,-0.1505,0.8051,1.2615,0.1494,0.3088,-1.3431,-0.867,1.7203,-1.4385,-1.5409,-0.2408,-0.1598,-0.1799,0.1523,1.7883,-1.0477,-0.898,1.2449,116.8
2021,6,18,17,Monsoon,0,Traffic,24.7,43.2,13.0,0.81,41.8,491.0,4.3,107.0,7.8,108.7,168.6,69.2,29.6,2.16,73.2,5.0,10.29,15.3,1005.6,12.5,0.6182,-1.3324,-1.1766,0.1561,1.6211,-1.2962,-1.4496,2.1093,-0.0444,0.7603,0.0886,-0.2656,-0.3664,0.7206,0.5392,-1.4068,1.5275,-1.4043,0.3794,0.3046,-0.736,0.2731,0.8361,-0.2776,-0.0398,-1.0989,-0.0082,-0.688,-0.0001,0.0213,181.5
2022,12,14,2,Winter,1,Residential,36.6,80.0,0.6,1.19,79.2,951.0,3.5,134.0,7.1,180.9,272.2,109.6,,3.9,81.5,8.08,,23.0,1001.7,11.1,-2.216,-1.183,-1.0686,-0.1254,0.3066,-1.1162,-0.2018,0.1822,0.1567,0.4369,-0.497,1.5026,-0.138,0.4405,0.0292,0.6648,-0.1588,-0.2471,-0.0065,0.4036,1.1481,-0.6586,-1.6534,-1.8557,0.1071,-0.6863,-1.6859,0.8459,-0.0605,1.4177,314.7
2019,11,26,7,Autumn,0,Residential,25.2,41.4,34.7,1.69,88.1,1048.0,6.1,53.0,1.6,155.3,226.3,87.8,39.5,3.12,67.1,6.67,13.48,15.7,1006.8,11.4,1.8683,0.6562,0.0182,0.5812,1.1743,-0.1862,0.1155,0.7164,0.808,-0.3748,-0.8565,1.3356,1.008,-0.6598,0.1098,1.1987,1.3024,0.9949,0.1907,0.7777,-2.1013,-1.949,-0.8613,0.8301,-0.2848,-0.4358,-0.6972,0.3569,0.3742,1.1088,202.4
2023,1,16,13,Winter,0,Traffic,22.4,36.5,11.8,1.14,67.5,801.0,6.8,103.0,8.0,176.2,271.8,102.9,51.4,3.37,64.5,7.99,16.67,15.5,1007.5,10.0,-0.3041,-1.0834,0.7603,-0.6562,0.7598,0.3608,-0.3951,0.6627,0.6552,-1.1271,0.639,-0.8637,0.5709,-0.4669,-0.1373,1.0596,1.0955,-0.0332,-1.7308,0.3064,-1.4607,1.3078,-0.1887,-1.6115,-0.182,-0.568,0.3246,-1.0849,-0.748,0.3258,209.4
2020,10,4,17,Autumn,0,Industrial,27.2,79.8,1.8,1.07,58.3,717.0,10.0,113.0,18.4,218.6,322.2,136.3,61.6,4.49,58.1,9.83,20.43,17.7,1005.8,9.3,-1.677,0.4249,1.2391,-1.0565,-0.1686,-1.1963,-1.2115,-0.1715,0.1766,-0.5731,-0.6075,-0.2903,-0.1903,-0.8953,0.8,0.8204,0.2644,-0.5528,1.3095,1.074,0.0251,0.6004,1.1069,-0.863,-1.4045,0.9167,0.6873,0.7989,0.1016,1.0364,350.0
2022,8,27,22,Monsoon,0,Traffic,22.8,63.6,0.5,2.64,66.7,796.0,3.7,110.0,8.1,165.1,244.0,95.5,48.5,3.17,60.0,7.59,16.33,14.7,1007.7,10.4,-0.6944,-1.9133,0.3062,0.117,-1.1968,-1.0127,-2.4532,0.0184,-0.2329,-0.0504,0.0332,-1.2701,0.3034,-2.2813,0.4512,-0.2479,0.7154,-0.3612,-0.1697,1.1955,-0.1197,0.965,-0.0515,-0.1734,-1.1302,-0.9037,-0.4725,-1.6816,-1.6192,0.4493,236.6
2021,8,13,22,Monsoon,0,Industrial,26.3,38.7,13.5,,70.2,846.0,2.4,82.0,7.9,134.3,199.4,76.8,35.6,2.55,68.7,,13.2,17.1,1005.6,11.5,-2.8337,0.6437,-0.7809,-0.8245,1.2557,0.457,1.1883,-0.1619,-1.5534,1.0654,1.4225,-1.1571,0.9989,0.5073,0.3488,1.5493,0.6199,0.3219,-0.3809,0.6226,0.0661,0.8062,-0.3778,0.5669,-0.364,-0.5988,-0.7313,-0.961,-1.4493,2.1521,156.4
2022,8,2,15,Monsoon,0,Traffic,19.8,58.6,9.8,3.58,49.0,577.0,1.1,58.0,18.6,69.7,106.9,40.0,20.5,1.33,,3.03,5.73,14.5,1006.1,13.0,-0.6144,-0.3635,-0.37,0.7965,-0.1324,-0.598,-0.6936,0.6365,0.262,1.7727,1.0118,-0.9734,-0.1495,0.2578,0.9227,-1.1228,0.958,-1.1144,0.3585,-0.7258,-1.278,0.5676,-0.1024,0.3778,-0.939,1.0322,-0.9238,-0.6274,0.5994,-0.934,101.5
2023,8,7,20,Monsoon,0,Traffic,36.0,48.8,10.4,0.58,34.5,412.0,1.0,122.0,23.3,54.6,80.6,30.4,14.9,1.05,84.3,2.51,5.79,24.9,1001.9,13.7,0.0322,-0.8278,0.8717,0.9491,-0.2721,-1.2702,-1.7881,-0.6595,-0.2225,0.8128,-0.9836,-1.2545,-0.068,2.0165,0.5153,0.4954,-0.16,-0.6344,-0.5299,-0.2344,-2.6082,-0.3668,0.0063,0.8384,2.1053,1.0014,-0.9162,0.2161,-0.712,-1.6423,163.4
2023,9,1,11,Autumn,0,Traffic,38.8,86.8,11.8,1.88,13.7,171.0,3.1,77.0,13.0,40.8,63.8,24.5,11.7,0.83,92.1,1.92,4.45,25.2,1001.9,13.4,0.0038,0.8851,0.8961,-0.8571,-0.1088,1.0048,-1.5226,0.7254,0.9252,0.8111,-1.4685,-0.9162,-0.363,-0.0242,0.2443,-0.0445,0.1078,0.7776,-0.8247,-0.4218,-0.5886,-0.913,1.5551,-1.8483,0.3782,-0.5361,0.9034,-0.6935,-0.3153,-1.6127,257.6
2022,6,2,10,Monsoon,1,Traffic,24.8,55.7,0.6,1.76,96.7,1150.0,1.0,82.0,19.7,185.2,273.3,112.5,,3.56,57.5,8.51,18.08,18.1,1006.1,,1.3807,1.1562,-1.3689,0.5034,1.4158,-0.2088,2.0281,-0.2587,0.3356,-2.5613,0.2949,1.1685,-0.3468,-0.396,-1.1214,-2.9415,0.0978,-0.0744,0.6243,-1.5747,-0.3562,-0.1131,-0.6033,0.8364,-1.2441,-0.761,0.6109,-0.991,-1.7467,1.7086,191.5
2022,7,14,20,Monsoon,0,Residential,13.5,69.6,3.6,0.92,77.4,925.0,1.0,133.0,14.7,136.1,203.2,82.9,39.7,2.65,57.0,6.5,14.26,9.3,1008.8,11.8,0.9286,0.9017,0.4464,-0.3001,0.9657,0.3196,0.3214,0.5216,1.6997,-0.8419,0.6629,-0.3304,0.0588,-0.764,0.7124,1.713,0.9964,-0.0957,0.4835,0.746,-0.0663,1.9288,1.2044,-1.1005,-0.8754,1.1734,-0.2156,2.209,-0.9347,2.2504,182.3
2021,1,15,3,Winter,1,Residential,21.3,59.6,1.0,1.33,74.1,894.0,3.2,60.0,8.8,172.9,262.9,102.3,47.4,3.37,57.8,7.52,16.4,13.8,1007.5,11.4,-0.0161,1.127,1.8005,-1.1838,-0.6215,0.0497,1.4211,0.1558,-0.7021,-0.8496,0.3411,1.4559,0.5278,-0.2802,-1.4997,-0.2135,0.9234,-0.3182,1.2504,-0.5947,0.6364,1.4082,-0.6886,-1.1472,-0.2812,2.1775,-1.1255,1.0162,1.7936,2.8159,230.8
2021,6,23,21,Monsoon,0,Industrial,24.3,85.9,15.9,0.75,96.6,1180.0,2.3,106.0,6.1,172.5,263.3,101.9,47.3,3.5,55.3,7.93,17.13,16.3,1004.5,,-1.2321,-0.4297,2.399,-0.712,0.0266,0.3572,-1.189,-0.1134,-1.0708,-0.8644,-0.6805,-0.4944,1.9386,0.4085,-1.2723,1.3703,0.889,-0.4644,0.3751,-0.6143,-0.0716,-0.5683,-0.6034,-1.7765,0.2941,-1.236,-0.5331,1.452,0.3442,0.5135,215.5
2019,4,24,10,Spring,0,Traffic,30.5,63.7,7.8,0.31,33.6,396.0,1.4,71.0,25.1,68.5,106.0,40.2,19.8,1.22,80.4,2.82,5.93,19.7,1003.8,13.3,-1.2372,-0.3645,-0.6365,0.142,0.4018,-0.0348,-1.7283,1.4426,1.0293,-0.2437,-0.5232,-0.1061,2.19,-1.6091,-0.0769,0.433,-0.06,0.4959,0.3888,0.5058,-0.681,-0.6785,-0.8975,0.2801,1.5139,-0.0336,-1.1815,-1.0853,1.2886,-1.0542,157.4
2022,3,3,13,Spring,0,Traffic,16.9,80.8,3.2,0.48,21.6,265.0,2.4,71.0,12.1,59.7,91.5,39.6,10.5,0.96,82.3,2.63,5.52,10.0,1007.0,,-0.7291,0.5657,-1.4947,-2.1395,-0.6838,-0.5035,-1.0975,-0.8112,-0.42,0.348,-0.1119,-1.3855,0.2934,0.0726,0.0057,1.3152,0.2711,-0.4811,-1.1576,-1.0796,1.2749,-0.176,0.4583,0.5984,-0.4187,-0.0758,1.4048,-0.2964,-2.1671,1.5026,151.4
2022,12,16,4,Winter,1,Background,19.1,69.7,0.5,0.22,74.6,902.0,5.7,92.0,2.3,203.6,302.7,120.8,58.6,3.91,56.9,9.04,19.27,13.0,1007.5,8.8,-1.5947,0.9219,1.1159,-1.0435,-0.9642,0.8297,-1.2642,-0.1182,0.7648,-0.5307,0.2884,1.2791,0.3591,-0.3909,-0.1761,-0.3775,-0.494,0.006,2.1628,-0.517,1.802,1.0339,0.715,-1.427,0.3966,-2.0959,-0.4256,0.3214,0.9279,-0.904,308.1
2020,12,6,2,Winter,0,Traffic,30.6,50.0,3.0,2.3,72.3,873.0,4.3,103.0,4.3,180.8,268.0,109.6,51.3,3.55,61.1,8.01,16.62,20.8,1003.2,10.3,1.1928,1.2922,-0.0392,-1.5119,0.0603,1.7461,-1.2132,-1.3851,-0.2935,0.36,0.5167,-1.5918,0.4459,1.9744,-1.6516,0.0581,0.0928,0.0006,-0.8943,-0.2214,-0.7851,-0.0312,-2.3382,-0.4279,0.5609,0.2728,-1.0717,-1.6432,-0.728,0.4259,259.9
2022,3,17,12,Spring,0,Background,34.5,60.0,3.1,2.16,21.7,256.0,6.6,109.0,14.1,,172.5,67.4,32.0,2.31,67.1,5.05,10.54,21.4,1002.4,12.3,0.9008,0.9773,2.6108,-0.3195,1.345,0.4223,2.4161,-0.3267,0.1741,0.6921,0.5462,-0.8262,-0.9232,0.9146,-0.8366,-0.3427,0.9113,1.3868,-0.3183,-1.6811,-0.629,-0.0033,-0.6985,-0.9595,1.5668,1.1515,-0.1128,0.338,0.0789,-1.5659,268.7
2023,12,10,2,Winter,0,Residential,20.4,56.2,10.5,6.02,74.0,879.0,2.8,112.0,7.4,134.9,202.7,79.3,38.1,2.84,73.8,6.35,12.86,12.7,1007.7,12.3,-0.7377,0.7872,-1.6178,-0.472,0.5682,-0.229,0.8054,-0.8834,-0.0728,0.9928,-0.3534,0.6428,0.4366,-0.4214,1.5852,-0.1141,-0.6783,-0.1888,-0.9195,-0.4101,-0.2195,-2.0446,0.3269,-1.368,-0.7121,-0.4069,-0.3216,-1.6384,-0.4226,-0.4302,145.0
2022,4,24,8,Spring,0,Industrial,14.0,49.7,8.1,2.62,55.0,672.0,2.2,72.0,9.7,91.3,133.4,57.2,22.2,1.64,69.7,3.66,7.53,8.4,1008.7,13.0,-1.0004,0.4372,0.4543,0.0883,1.0653,1.0479,0.3855,-0.7135,0.028,-1.0459,0.7511,-1.1222,-0.0478,-0.7659,-0.5054,0.8841,-0.1047,-1.4412,0.835,0.4947,0.8827,1.1541,-0.6086,0.0059,-0.0602,-0.0922,1.4537,0.5209,-1.4668,-0.1334,116.5
2021,4,18,20,Spring,0,Residential,45.0,40.6,17.5,0.11,44.8,524.0,3.6,63.0,9.7,82.2,126.9,47.5,22.5,1.42,93.5,3.54,7.5,30.0,997.1,12.4,-1.5394,1.306,0.0516,-0.4489,-1.9868,0.3518,1.5989,1.0768,1.3713,-1.7133,1.0884,2.0522,-0.5899,1.2798,-0.0384,1.0213,-0.2137,-1.4621,-0.5041,0.7818,1.0104,-0.6269,1.6038,1.4566,1.9867,0.585,0.5471,-1.1941,0.092,-0.1823,190.1
2022,12,28,22,Winter,1,Traffic,33.0,84.5,5.1,4.31,56.7,673.0,1.0,80.0,3.5,90.6,133.5,55.1,25.9,1.78,69.4,4.06,8.49,20.7,1002.2,13.1,-1.8739,-0.1774,1.7923,-0.8439,0.2786,-0.2013,0.6092,0.1998,1.4342,1.9034,2.3951,1.1693,-0.2839,0.0553,-0.035,-0.0952,-0.1845,1.5993,-1.0035,0.4165,-0.2506,0.7231,-0.8568,0.1887,1.367,-1.2497,0.1715,0.0961,-1.2212,-0.226,240.6
2022,5,16,19,Spring,0,Traffic,23.6,22.9,1.0,3.97,5.0,71.0,2.6,96.0,5.4,40.2,65.9,26.1,11.7,0.7,89.7,1.77,3.84,17.1,1006.2,14.6,-1.1856,-0.368,-0.7788,-0.5571,-1.4541,1.7625,-0.2011,0.2172,1.0848,-0.2003,-0.7032,-0.3433,0.0561,0.4082,-0.2022,-0.4278,0.173,-1.107,-0.9554,1.1783,-2.0231,0.6016,-0.2681,0.9825,-0.7877,-0.5996,0.4843,-1.7008,-1.0693,-0.0959,125.3
2023,7,15,21,Monsoon,0,Traffic,33.8,84.0,10.0,1.17,50.2,591.0,2.4,83.0,5.4,90.8,,55.8,29.7,1.74,70.5,3.53,8.13,22.3,1004.6,12.2,0.5392,-0.4686,-0.5939,0.1508,-0.4085,0.0836,-0.8771,1.2791,0.0673,0.1186,0.528,-0.1651,0.8607,-2.3704,0.6338,1.7015,0.5287,0.4652,-0.1912,-0.2659,0.622,-0.2275,-0.348,-1.1563,-2.8501,2.3273,-0.7822,-0.6833,0.445,-0.6325,255.5
2020,3,20,9,Spring,1,Background,24.9,35.9,11.4,1.76,47.4,566.0,10.0,18.0,8.6,177.2,263.1,107.3,48.6,49.20278121936994,59.9,8.0,16.89,16.5,1005.7,10.3,-0.6621,-0.2617,1.7779,0.0815,-1.5953,0.2742,-0.6628,0.1142,-1.3468,-0.1402,2.048,-0.6685,1.3346,-1.1257,-0.9651,-1.1027,1.3075,-1.4118,0.9141,-2.5758,0.5819,0.9086,-2.5161,1.9086,-0.3334,-0.8132,-1.2884,-0.0217,1.0494,1.0064,248.3
2019,1,11,2,Winter,0,Background,33.8,69.8,6.6,7.47,78.9,963.0,7.5,48.0,9.1,233.7,348.1,140.4,66.3,4.47,50.6,10.29,21.4,22.2,1002.3,9.9,0.1169,-0.009,-0.1776,-1.3766,-1.1521,-1.3394,-0.2277,1.1128,0.5943,1.8939,-0.8278,-0.2764,-0.8916,-0.1399,0.4664,0.024,1.0288,-1.7829,-1.0716,0.2317,0.7367,0.7979,-1.0467,-0.7583,-0.5164,0.4819,0.0529,-0.1166,1.0832,2.335,337.6
2021,11,4,2,Autumn,0,Traffic,27.4,49.5,11.8,1.52,61.0,728.0,5.2,83.0,13.8,145.1,216.4,87.4,37.7,2.87,64.9,6.63,13.64,17.2,1004.3,12.0,-1.2838,-1.4345,1.1945,-0.4358,0.3187,-0.1145,0.8442,-0.8354,1.0529,0.4583,1.0581,-0.0435,0.8631,0.6759,0.218,1.0615,2.248,0.2058,0.0537,-0.4492,0.9818,1.3353,-0.1781,-0.8653,-0.4081,-0.4539,-0.4235,2.1314,1.436,0.6182,214.8
2022,8,21,12,Monsoon,1,Residential,26.8,30.0,5.4,4.71,81.0,964.0,4.5,107.0,14.0,197.8,299.2,118.6,,4.03,55.4,8.93,19.14,16.5,1004.5,10.4,-2.4712,0.936,-1.3884,-0.036,0.6301,-0.8981,0.1819,-0.1966,-0.6987,-0.7947,0.7096,0.372,-0.6943,-1.1612,-0.7819,-0.8865,1.2089,-0.3782,0.633,0.2593,-1.9076,0.385,-1.7115,0.9084,0.1855,0.0021,1.6852,0.5398,0.2276,0.3417,171.7
2020,5,22,5,Spring,0,Traffic,25.0,80.6,5.9,0.17,5.0,46.0,9.5,68.0,3.9,111.5,166.8,65.4,34.1,2.11,67.4,5.16,10.58,15.1,1006.2,11.7,-0.9634,0.117,0.9567,1.5161,0.5345,1.0925,1.2437,0.2049,-0.888,0.4141,-0.165,0.9264,1.9698,0.3866,1.2914,-0.2557,-0.732,-1.6543,0.764,0.4129,-0.9552,0.4051,0.3691,-1.5965,-1.6848,-0.8408,-0.2212,0.3746,-0.6,-0.4324,328.9
2022,9,12,6,Autumn,0,Traffic,13.0,18.0,4.5,0.42,44.0,524.0,4.4,104.0,3.8,112.0,174.4,65.4,30.6,2.39,64.1,5.13,10.95,7.1,1008.3,11.9,1.9888,-0.631,1.1666,-2.0413,1.0812,0.1236,-0.2898,-2.4352,-0.1465,-1.2521,0.6198,-1.8718,-0.1274,-0.3816,0.316,0.8266,-2.1029,1.2179,1.4256,2.9978,0.7134,0.5935,-1.1111,0.8068,0.2935,0.9667,-0.2078,-1.4424,0.6122,0.6304,140.0
2020,9,20,4,Autumn,0,Residential,43.4,74.3,0.5,1.16,78.9,952.0,1.7,55.0,20.8,160.5,240.4,96.3,45.1,3.43,73.1,7.09,15.11,28.8,999.5,11.5,-0.3921,-0.3619,-0.4027,-0.4426,-0.2229,-0.9101,-2.2281,0.3617,0.0686,0.2429,-1.7007,1.1542,-0.1858,-0.1385,1.9054,1.3209,-0.0727,1.4213,-0.3924,-0.8351,0.7595,0.0878,-0.526,-1.1849,0.4603,0.5205,-2.5249,-0.2487,-0.5233,-1.1756,296.9
